0,1,2,3,4,5,6,7,8,9,Classification
0.010000000015003804,0.09607083508290376,0.010000378199751279,0.010000989058060931,0.010000000015014518,0.8239242318534596,0.010001877511776731,0.010000000020602235,0.010001185686290602,0.010000502557136614,5.0
0.02000000006414985,0.020000000157109857,0.020000000048687308,0.020000000168005537,0.27073182798868034,0.02000084466824768,0.366048073838183,0.020000000088084953,0.02000000007674993,0.2232192529021015,5.0
0.006250000037074188,0.006250937183459845,0.0062500000281033976,0.0062501289244796835,0.36903843627291427,0.2743677401183899,0.1677701528837821,0.0062505442098186835,0.006250887335898897,0.15132117300607906,5.0
0.012500000032824051,0.6374886453813424,0.01250288799255516,0.012501523715768233,0.012501316700277938,0.012505808100114564,0.012501320381945498,0.26249841286385245,0.012500000039428956,0.01250008479189068,5.0
0.009091271600172562,0.009100970771663157,0.009091925215885612,0.009090963614376252,0.009091143061981378,0.5699189311057562,0.009091892274001366,0.009090909115022116,0.009090930531806908,0.35734106270933436,5.0
0.0055557946628834055,0.10494923809851463,0.005556884996315333,0.005556335079310762,0.0055556250773060286,0.753765760117289,0.10239191415784786,0.005555674496958115,0.005556952755168913,0.005555820558405924,5.0
0.006250000020459819,0.006250801510683116,0.006251248977786103,0.006250063115461632,0.006253658889772161,0.5264179931370248,0.006250817344296613,0.006250329923579759,0.006250000024491223,0.42357508705644487,10.0
0.011111111146605207,0.01111111119785364,0.011111640178699011,0.011111111203638049,0.01111443537273338,0.2560011392016309,0.011113511342050185,0.011111111159654203,0.01111181001278963,0.6551030191843459,14.0
0.010000644755454506,0.010000000042687673,0.010001390929537063,0.01000006342445186,0.010006265327989443,0.6589685945490888,0.010001728938512889,0.010002104338878203,0.010000022352074119,0.26101918534132545,14.0
0.014285714291169375,0.014285743327410772,0.014286073232860852,0.014285848905430982,0.014285813564050969,0.014286643427886787,0.014286995960613127,0.01428587624694568,0.8714252329138485,0.014286058129782925,5.0
0.020000000021852576,0.020003578931737594,0.020002193444728915,0.020000000057153248,0.020000000021946684,0.341425561073771,0.0200030315921731,0.020000529283795813,0.020000081235077398,0.49856502433776373,4.0
0.014289299272602939,0.014290826923411671,0.014287014017986818,0.014285714375571405,0.014288098473469886,0.4736563735777367,0.4120408389970281,0.014285714332795407,0.014285714326743203,0.014290405702654045,14.0
0.0028577241374821466,0.0028575553413091683,0.0028579879869382136,0.00285758056495247,0.0028579914469024715,0.9742790499553917,0.0028572370325540258,0.0028583706080693473,0.002857144027286336,0.0028593588991143526,5.0
0.3666667292555007,0.03333333338828681,0.03333333335034901,0.033333333392147856,0.03333333335578623,0.033333333340186753,0.36666660384141225,0.033333333364150036,0.033333333360203506,0.033333333351976885,4.0
0.011114187127797619,0.011111927493287687,0.6777600025461524,0.2333365539444362,0.011112306343608491,0.01111509676907395,0.011112866255894851,0.011112639278040556,0.011111111160688844,0.011113309081019691,5.0
