0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0033333333333336102,0.003333333333336597,0.0033333333333336102,0.0033333333333336102,0.1247804137183439,0.0033333333333336102,0.21159473893625683,0.0033333333333336102,0.0033333333333336102,0.0033333333333346715,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333343653,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.4144089033302592,0.0033333333333344715,0.0033333333333341792,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.0033333333333336102,0.1625492773484601,0.0033333333333336102
0.2504837440773934,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.33571011797374695,0.006666666666667261,0.006666666666671305,0.006666666666667261,0.23380613794881874,0.006666666666679578,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666669727,0.006666666666668116,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667546,0.006666666666672336,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261,0.006666666666667261
0.0019607843137269,0.001960784313725592,0.001960784313725592,0.001960784313725592,0.136967747755565,0.0019607843137268805,0.001960784313727815,0.001960784313725592,0.001960784313726116,0.0019607843137285285,0.001960784313725592,0.001960784313725592,0.0019607843137259997,0.0019607843137269525,0.001960784313725592,0.0019607843137283134,0.00196078431372624,0.001960784313725592,0.001960784313725592,0.8081302914600992,0.001960784313725592,0.001960784313725936,0.001960784313728056,0.001960784313727055,0.001960784313725592,0.0019607843137256155,0.001960784313725592,0.001960784313725592,0.001960784313725703,0.0019607843137266663
0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703706479,0.0037037037037055114,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.0037037037037137717,0.003703703703703876,0.003703703703703876,0.003703703703707158,0.003703703703703876,0.003703703703703876,0.003703703703703992,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703707714,0.5211489460355838,0.003703703703704746,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.003703703703703876,0.0037037037037044814,0.37514735026068485
0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.0030303030303333793,0.003030303030303134,0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.003030303030303674,0.0030303030303031014,0.18484848484848965,0.0030303030303035763,0.0030303030303031014,0.0030303030303031014,0.003030303030306575,0.0030303030303031908,0.0030303030303031014,0.0030303030303031014,0.09393939393938731,0.0030303030303031014,0.003030303030304159,0.6393939393938971,0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.0030303030303031014,0.0030303030303094553,0.0030303030303031014
0.001851851851852459,0.0018518518518548203,0.0018518518518520185,0.0018518518518520185,0.2872704510028439,0.0018518518518529114,0.23621028473716327,0.0018518518518520185,0.0018518518518520185,0.001851851851852567,0.0018518518518520185,0.0018518518518520185,0.0018518518518528732,0.0018518518518520185,0.0018518518518520185,0.0018518518518539787,0.0018518518518520185,0.0018518518518520185,0.0018518518518520185,0.0018518518518554124,0.0018518518518559305,0.28386816011182625,0.14450295599999047,0.0018518518518527598,0.0018518518518520185,0.0018518518518520185,0.0018518518518520185,0.0018518518518520185,0.0018518518518594288,0.0018518518518523
0.001851851851852232,0.08332970868044967,0.0018518518518519918,0.0712731761676654,0.001851851851852178,0.0018518518518523704,0.0018518518518520547,0.0018518518518519918,0.0018518518518558344,0.1685185185185278,0.0018518518518519918,0.0018518518518519918,0.0018518518518526083,0.0018518518518523819,0.0018518518518519918,0.0018518518518521564,0.00185185185185223,0.0574074074074167,0.0018518518518519918,0.0018518518518522702,0.0018518518518519918,0.5731748929296305,0.001851851851852189,0.001851851851852373,0.0018518518518519918,0.0018518518518529262,0.0018518518518519918,0.0018518518518519918,0.0018518518518520785,0.0018518518518538484
0.0037037037037046935,0.003703703703713021,0.0037037037037038895,0.11481481481482093,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.7814814814814157,0.003703703703726238,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.003703703703706702,0.0037037037037038895,0.003703703703704197,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037161765,0.0037037037037038895,0.0037037037037041323,0.0037037037037059217,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037038895,0.0037037037037083655
0.0033333333333344485,0.0033333333333334138,0.0033333333333334138,0.0033333333335189112,0.0033333333333334138,0.0033333333333345283,0.10333333333333068,0.0033333333333334138,0.0033333333333334138,0.2033333333333134,0.0033333333333334138,0.10333333333333507,0.003333333333342277,0.0033333333333334138,0.0033333333333334138,0.003333333333335956,0.003333333333334256,0.003333333333338154,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138,0.003333333333333482,0.5033333333331474,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138,0.0033333333333334138
0.00476190476190481,0.4333333333333312,0.00476190476190481,0.00476190476190481,0.00476190476190889,0.43333333333330737,0.004761904761904969,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.004761904761918872,0.004761904761904938,0.004761904761905302,0.004761904761906122,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.00476190476190481,0.004761904761909474,0.004761904761906711
0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666667104,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.00666666666667001,0.006666666666666714,0.006666666666666714,0.006666666666667004,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.00666666666667243,0.00666666666667016,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.006666666666666714,0.8066666666666521
0.004761904761904821,0.004761904761904821,0.004761904761904821,0.41791786776520023,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.14761904761904965,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.14761904761904782,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.163034513187177,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821
0.000925925925926621,0.0009259259259260094,0.0009259259259260094,0.0009259259259276768,0.000925925925927005,0.0009259259259260769,0.0009259259259261588,0.0009259259259260094,0.0009259259259275144,0.0009259259259277172,0.0009259259259260094,0.0564814814814841,0.0009259259259264219,0.0009259259259267846,0.0009259259259260094,0.0009259259259274978,0.0009259259259260659,0.0009259259259260094,0.0009259259259260094,0.0009259259259285317,0.0009259259259260094,0.0009259259259270111,0.885326167708267,0.0009259259259264746,0.0009259259259260094,0.0009259259259260094,0.0009259259259260094,0.0009259259259260094,0.03319235081023076,0.0009259259259285286
0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.6777777777777749,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219,0.011111111111111219
0.003703703703707269,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037073316,0.0037037037037039528,0.003703703703704348,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037097255,0.0037037037037039528,0.0037037037037039528,0.003703703703706114,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.8925925925730049,0.0037037037232686707,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037039528,0.0037037037037046068,0.0037037037037039528
0.0020833333333341703,0.0020833333333333858,0.0020833333333333858,0.0020833333333333858,0.0020833333333333858,0.002083333333333496,0.0020833333333333858,0.002083333333333428,0.0020833333333333858,0.002083333333333637,0.0020833333333333858,0.0020833333333333858,0.0020833333333333858,0.9395833333332712,0.0020833333333333858,0.0020833333333872416,0.0020833333333333858,0.0020833333333333858,0.0020833333333333858,0.0020833333333334383,0.002083333333333439,0.0020833333333349336,0.0020833333333334894,0.0020833333333333858,0.0020833333333333858,0.0020833333333364883,0.0020833333333333858,0.0020833333333333858,0.002083333333333856,0.0020833333333335497
0.008333333333333406,0.508333333333319,0.008333333333333406,0.008333333333333406,0.008333333333334856,0.008333333333333406,0.00833333333333386,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.2583333333333272,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.00833333333333377,0.008333333333334815,0.008333333333335101,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333333406,0.008333333333346755,0.008333333333333406
