0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Classification
0.0001945525292646695,0.00019455252918357146,0.00019455252918357136,0.00019455253581376832,0.0001945525336568906,0.00019455252918357144,0.00019455253056830938,0.00019455252918357133,0.00019455253153175214,0.0001945525291835714,0.00019455252918357138,0.00019455252918357133,0.00019455253423036908,0.0001945525574912148,0.012481285006599034,0.9840167693987474,0.00019455253307070988,0.00019455253002972285,0.00019455253108181857,0.0001945525436293185,0
0.0004901960795784929,0.0004901960784323929,0.0004901960784323928,0.0004901960823859494,0.0004901960944913214,0.0004901960784323929,0.0004901960784323927,0.0004901960784323927,0.0004901960825504776,0.0004901960784323929,0.0004901960784323928,0.0004901960784323927,0.0004901960836057003,0.04574397160313549,0.016333112900067077,0.7023076712988576,0.20559445039058552,0.0004901960799288292,0.022667852590179803,0.0004901960871745828,0
0.0002439024391096533,0.00024390243902495747,0.00024390243902495736,0.00024390244116546795,0.03751241319045325,0.00024390243902495744,0.0002439024398993952,0.0002439024406260341,0.00024390243902495736,0.00024390243902495744,0.00024390243902495736,0.00024390244401535725,0.0002439024420665839,0.00024390243902495734,0.00024390244293484386,0.9105676596710351,0.047773585646837896,0.00024390244375888012,0.0002439024405669765,0.00024390244435564692,0
0.0002450980440247888,0.0002450980392163565,0.0002450980392163564,0.00024509804692933614,0.00024509804429251374,0.00024509803921635647,0.0002450980392163564,0.0002450980485321112,0.0002450980410123991,0.00024509803921635647,0.0002450980392163564,0.00024509803941577757,0.09068481728485996,0.00024509803921635636,0.005595961631916794,0.7872279889962435,0.02708576400656057,0.00024509804451555245,0.08572899745343222,0.00024509804375028683,0
0.00016339869354478308,0.0001633986928108728,0.00016339869281087275,0.00016339869367924903,0.00016339869733780201,0.00016339869281087278,0.00016339869315894212,0.00016339870874002886,0.000163398694031332,0.00016339869412499908,0.00016339869433585545,0.00016339869444612258,0.00016339869517282006,0.00016339870192179885,0.00016339869766280276,0.83254054238521,0.00016339869557939067,0.0001633986935309185,0.00016339869389185048,0.16451828109519856,0
0.00017241379416302617,0.00017241379310380141,0.0001724137957909659,0.00017241379438287632,0.13358205827791927,0.0001724137931038014,0.0001724137932016883,0.00017241379368614792,0.00017241379315994704,0.0001724137931038014,0.00017241379310380136,0.00017241379499263116,0.00017241379562629714,0.0577755020377371,0.007128564923784208,0.7199338652058604,0.028604953681538266,0.02150762064457346,0.02922605590526076,0.0001724137959077602,0
0.00020920502129958326,0.00020920502092104662,0.0002092050210068874,0.0002092050232569268,0.00020920502625200178,0.0002092050209210466,0.0002092050214739697,0.00020920503086402427,0.00020920502092104654,0.0002092050209210466,0.00020920502185848522,0.00020920502323442118,0.00020920502483691439,0.00020920502270024637,0.00020920502834934825,0.9012717922391071,0.00020920502452457254,0.00020920502168317472,0.0949625173400438,0.0002092050258242162,0
0.00015974441524683255,0.0001597444089464681,0.0001597444094348187,0.00015974441095301068,0.07445784244791152,0.00015974440894646807,0.0001597444091602514,0.0001597444090913754,0.00015974440953335728,0.00015974440894646807,0.00015974440974024604,0.00015974441051772804,0.0001597444120710792,0.00015974441048121385,0.00015974441016079977,0.9226667581623728,0.0001597444121696797,0.00015974441016377655,0.00015974440976136996,0.00015974441439064644,0
0.00016447368515015902,0.0001644736842108992,0.019986178870780687,0.00016447368620403565,0.05574644704442483,0.0001644736842108992,0.00016447368427998835,0.005207964999427064,0.00016447368466144223,0.0001644736842108992,0.00016447368621644353,0.0001644736845733753,0.00016447368813257894,0.0001644736851821745,0.00016447369346772503,0.7969004909918421,0.00016447369092400296,0.000164473684328901,0.07016044356836397,0.04969584291940746,0
0.00014450867474600362,0.00014450867052072066,0.000144508670603922,0.00014450867409391936,0.03808301435126696,0.00014450867052072063,0.0001445086725293947,0.0033578674285314213,0.00014450867052072058,0.00014450867052072063,0.0001445086705207206,0.0001445086706022477,0.022526366303378006,0.00014450867103799894,0.0001445086718613601,0.8580816016791414,0.0001445086742222574,0.0001445086760369591,0.00014450867297333475,0.07578352015637115,0
0.007248462378205748,0.00022321428571510867,0.00022321428662227047,0.0002232142865592604,0.00022321434243132018,0.00022321428571510864,0.0002232142857151085,0.00022321428600707093,0.00022321428571510854,0.00022321428571510864,0.0002232142913842499,0.0002232142891892715,0.00022321428934364687,0.00022321429915734924,0.00022321428996641897,0.9887336803731435,0.00022321428852283923,0.0002232142919372834,0.00022321428769473938,0.0002232142912595017,0
0.00023255814572233416,0.00023255813953527535,0.01922389740692372,0.000232558141564799,0.19835519328490825,0.0002325581431723503,0.0002325581409287084,0.00023255814177009195,0.00023255813953527532,0.00023255813953527535,0.00023255814003430303,0.00023255813962928747,0.00023255814544703626,0.0002325581438259451,0.003676129442972032,0.4814275641895699,0.00023255814491615615,0.025268764403601793,0.2687926372844089,0.00023255814199879408,0
0.00013888889928638916,0.00013888888888931381,0.0001388889068332195,0.00013888888997546733,0.07487904224854713,0.0001388888888893138,0.000138888892265371,0.00013888888898895736,0.00013888889267077458,0.0001388888888893138,0.00013888888888931373,0.0001388888916803423,0.0001388888908532063,0.0001388888896224566,0.00013888889091484408,0.8954803637321257,0.00013888889089043642,0.00013888888947011121,0.027279482857954493,0.00013888889236377558,0
0.0002450980399202654,0.0002450980392164493,0.00024509803921644917,0.0002450980411599789,0.07885561971534567,0.0002450980392164492,0.00024509803949355113,0.00024509804343269084,0.00024509803921644917,0.0002450980418576295,0.00024509803921644917,0.0002450980431321308,0.00024509804966869474,0.0002450980392164491,0.030787507897294175,0.8861902056679171,0.00024509804444311425,0.000245098049344964,0.0002450980450953188,0.00024509804659592614,0
0.00017543859798523317,0.00017543859649188226,0.00017543859850271463,0.00017543859908018388,0.19360088472505424,0.00017543859649188224,0.00017543859864470053,0.00017543860244739369,0.0001754385975173715,0.00017543859649188224,0.00017543859811301242,0.00017543859695589383,0.0001754385991038762,0.038624031920146636,0.010816397331372025,0.7127362644870994,0.00017543860185397547,0.02365190888049887,0.018114372276420224,0.000175438599728426,0
0.0002008032153013908,0.00020080321285195714,0.00020080321285195706,0.00020080321627069132,0.00020080322619133129,0.0002008032128519571,0.00020080321285195706,0.00020080321352963337,0.00020080321657849184,0.0002008032128519571,0.00020080321285195708,0.00020080321493413288,0.00020080321609644772,0.0002008032138710307,0.00020080321443877646,0.8501819860475858,0.00020080322041934998,0.00020080321407559142,0.00020080321500456176,0.14620355607859103,0
